,QuestionText_nchars,VerfiedBuyersWithLanguage,NonEmployeeAnswersWithinWeek
49636,167,5749,0
49637,368,536,1
49638,129,0,0
49639,119,0,0
49640,78,20,1
49641,58,2,0
49642,54,55,1
49643,99,5,0
49644,51,29,0
49645,19,25,1
49646,71,31,1
49647,62,23,1
49648,33,0,0
49649,77,3,0
49650,55,63,1
49651,86,169,0
49652,177,16,0
49653,86,530,4
49654,68,1853,1
49655,83,0,0
49656,45,6,1
49657,87,22,1
49658,204,47,2
49659,47,61,2
49660,41,2,0
49661,64,20,0
49662,110,38,0
49663,107,115,2
49664,21,7,0
49665,53,0,0
49666,28,98,1
49667,42,10,1
49668,75,311,1
49669,62,596,1
49670,153,10,1
49671,110,991,1
49672,50,84,2
49673,61,1408,2
49674,95,19,1
49675,141,0,0
49677,83,1072,1
49678,177,85,1
49679,24,1,0
49680,444,218,1
49681,441,506,1
49682,142,41,0
49683,78,4,0
49684,19,356,1
49685,193,24,1
49686,26,135,1
49687,108,43,0
49688,125,11,1
49689,133,47,3
49690,78,13,0
49691,152,20,0
49692,197,60,1
49693,25,113,2
49694,75,0,0
49695,172,15,1
49696,54,208,0
49697,95,1163,1
49698,58,21,0
49699,200,348,1
49700,86,5,0
49701,38,0,0
49702,45,0,0
49703,64,1,0
49704,121,16,0
49705,94,179,0
49706,355,1009,1
49707,93,9,1
49708,61,5,0
49709,61,4,0
49710,61,2,0
49711,100,102,0
49712,130,221,0
49713,50,0,0
49714,75,0,0
49715,101,0,0
49716,37,690,1
49717,158,145,3
49718,45,0,0
49719,25,37,0
49720,31,24,1
49721,75,846,1
49722,64,19,0
49723,64,124,1
49724,75,7,0
49725,78,3,0
49726,39,0,0
49727,22,0,0
49728,39,0,1
49729,101,0,0
49730,38,47,1
49731,48,165,1
49732,57,18,1
49733,350,0,4
49734,76,1,0
49735,227,0,1
49736,62,652,3
49737,110,2,0
49738,93,0,0
49739,141,3,0
49740,46,0,0
49741,40,0,0
49742,355,25,2
49743,55,107,1
49744,74,455,3
49745,74,201,0
49746,41,0,0
49747,115,1,0
49748,111,2,1
49749,53,15,0
49750,30,2,0
49751,32,7,0
49752,51,202,1
49753,58,436,2
49754,42,246,1
49755,173,2,0
49756,98,9,0
49757,30,9,0
49758,71,0,0
49759,68,149,2
49760,198,0,0
49761,95,308,0
49762,53,124,1
49763,54,5,1
49764,30,55,0
49765,174,965,1
49766,273,104,1
49767,45,13,1
49768,59,2,1
49769,109,274,1
49770,51,270,2
49771,104,940,1
49772,122,275,1
49773,70,2035,0
49774,19,0,0
49775,61,0,0
49776,47,2,0
49777,134,561,2
49778,110,76,0
49779,70,19,0
49780,191,250,1
49781,65,0,0
49782,104,19,1
49783,200,0,0
49784,120,37,0
49785,83,19,0
49786,80,25,0
49787,200,15,0
49788,61,9,0
49789,132,20,0
49790,67,270,0
49791,279,4,0
49792,91,1248,0
49793,75,260,1
49794,69,24,1
49795,17,0,0
49796,168,1,1
49797,38,4,0
49798,39,1328,1
49799,69,76,1
49800,32,4,1
49801,81,35,1
49802,32,0,0
49803,55,130,1
49804,67,2003,2
49805,168,77,0
49806,41,15,1
49807,85,513,1
49808,117,4,0
49809,155,470,1
49810,104,0,0
49811,105,3,0
49812,231,222,2
49813,80,82,0
49814,73,342,0
49815,37,13,0
49816,68,253,1
49817,100,351,2
49818,250,0,1
49819,147,120,1
49820,37,61,0
49821,77,4,1
49822,35,20,1
49823,68,39,0
49824,27,1,2
49825,58,3,0
49826,119,6,0
49827,93,328,1
49828,191,243,1
49829,496,635,3
49830,110,1037,2
49831,39,1,0
49832,160,8,0
49833,44,31,1
49834,72,0,0
49835,255,416,1
49836,154,255,2
49837,125,512,1
49838,167,8,1
49839,76,26,0
49840,130,2799,1
49841,71,4,1
49842,44,245,2
49843,175,320,1
49844,97,182,1
49845,26,0,0
49846,79,10,1
49847,24,3,0
49848,61,2,0
49849,94,9,0
49850,40,10,0
49851,158,4,2
49852,29,18,0
49853,22,1,0
49854,191,70,0
49855,95,4,0
49856,242,21,1
49857,90,3,1
49858,183,244,0
49859,85,16,0
49860,192,0,0
49861,56,5,1
49862,223,6,1
49863,58,2,0
49864,86,35,1
49865,28,8,1
49866,49,60,1
49867,180,0,0
49868,115,7,0
49869,82,45,1
49870,141,125,2
49871,104,23,0
49872,91,2,0
49873,79,1,0
49874,136,0,0
49875,105,46,0
49876,198,1,1
49877,162,4,0
49878,88,2,0
49879,33,80,1
49880,141,3217,1
49881,81,4,0
49882,50,25,1
49883,178,19,2
49884,50,75,1
49885,77,82,1
49886,164,8,1
49887,31,24,1
49888,86,28,1
49889,52,8,0
49890,159,0,0
49891,58,1,0
49892,49,0,0
49893,32,0,0
49894,75,54,1
49895,105,0,0
49896,70,0,0
49897,114,519,1
49898,39,1,1
49899,71,0,0
49900,43,24,2
49901,141,7,1
49902,133,5,0
49903,79,116,1
49904,198,43,1
49905,29,1,0
49906,113,252,2
49907,114,64,2
49908,59,0,1
49909,54,21,0
49910,171,100,0
49911,57,3,0
49912,137,58,1
49913,51,7,2
49914,272,6,0
49915,42,91,0
49916,40,15,1
49917,55,93,2
49918,231,1,1
49919,126,1,0
49920,64,0,0
49921,90,5353,1
49922,77,1,0
49923,89,146,0
49924,133,374,2
49925,71,0,0
49926,41,27,0
49927,49,0,0
49928,368,6463,1
49929,42,1660,1
49930,43,5,1
49931,152,178,0
49932,76,5,0
49933,163,1436,1
49934,43,1423,2
49935,76,40,0
49936,185,14,0
49937,55,106,2
49938,53,79,0
49939,201,423,1
49940,111,24,0
49941,53,1498,1
49942,24,6,0
49943,199,0,0
49944,95,1,0
49945,137,8,0
49946,132,0,0
49947,32,58,1
49948,177,3058,1
49949,31,21,1
49950,199,2122,1
49951,129,1003,0
49952,91,431,1
49953,100,483,2
49954,167,3,1
49955,45,11,1
49956,26,0,0
49957,53,1,0
49958,46,39,0
49959,197,112,1
49960,37,11,0
49961,66,318,1
49962,46,70,0
49963,233,673,0
49964,57,15,1
49965,197,538,2
49966,60,1,0
49967,43,1,0
49968,58,341,0
49969,167,155,2
49970,53,179,0
49971,52,143,2
49972,48,1,0
49973,53,373,1
49974,48,0,0
49975,156,0,0
49976,59,245,2
49977,61,79,1
49978,51,2147,1
49979,51,5791,2
49980,111,234,2
49981,201,58,1
49982,93,2,0
49983,40,9,0
49984,106,0,1
49985,252,38,3
49986,81,819,1
49987,80,0,0
49988,138,1,0
49989,199,8,0
49990,36,58,1
49991,23,6,0
49992,143,1,0
49993,52,1,0
49994,47,311,0
49995,88,2,0
49996,59,55,1
49997,65,864,1
49998,72,0,0
49999,80,506,2
50000,57,78,1
50001,199,255,1
50002,45,1528,1
50003,129,52,1
50004,94,10,0
50005,182,61,0
50006,76,0,0
50007,57,14,1
50008,55,3,0
50009,66,86,2
50010,29,164,1
50011,49,21,0
50012,35,68,0
50013,80,0,0
50014,144,156,1
50015,40,90,1
50016,55,304,1
50017,200,1283,1
50018,411,1667,1
50019,26,0,1
50020,116,43,1
50021,60,24,1
50022,43,2,0
50024,66,924,1
50025,99,8,0
50026,139,54,1
50027,53,89,1
50028,70,8,1
50029,36,719,1
50030,83,71,1
50031,64,213,0
50032,128,58,1
50033,147,3,1
50034,23,18,0
50035,78,2,1
50036,50,45,0
50037,71,17,0
50038,199,1,0
50039,193,1,1
50040,68,12,1
50041,62,11,0
50042,99,11,0
50043,39,102,1
50044,78,1,1
50045,169,173,0
50046,44,315,1
50047,27,5,3
50048,39,8,1
50049,125,654,1
50050,27,5,0
50051,57,2,0
50052,42,102,1
50053,121,97,1
50054,45,1,0
50055,155,4886,1
50056,210,164,4
50057,144,246,1
50058,181,0,0
50059,96,147,1
50060,111,303,1
50061,35,0,0
50062,29,0,0
50063,353,79,5
50064,131,1190,2
50065,32,24,0
50066,116,2511,1
50067,57,13,1
50068,66,4,0
50069,144,2,0
50070,72,198,1
50071,53,265,1
50072,140,104,0
50073,33,0,0
50074,26,2,0
50075,136,864,1
50076,141,68,2
50077,58,3,0
50078,82,2,0
50079,58,10,0
50080,200,207,1
50081,101,1,0
50082,95,0,0
50083,447,1818,3
50084,126,121,1
50085,179,44,1
50086,65,145,1
50087,176,382,1
50088,108,6,2
50089,161,0,0
50090,63,0,0
50091,66,203,1
50092,120,190,0
50093,173,83,1
50094,54,1,0
50095,120,1,0
50096,194,246,1
50097,48,21,1
50098,140,322,2
50099,19,6,0
50100,63,0,0
50101,171,298,0
50103,109,152,1
50104,200,376,1
50105,86,18,0
50106,89,10,1
50107,53,16,1
50108,48,0,0
50109,169,288,1
50110,115,560,3
50111,397,3062,1
50112,33,0,0
50113,68,710,1
50114,174,0,0
50115,253,7,0
50116,45,353,0
50117,75,64,1
50118,142,201,1
50119,92,129,1
50120,128,89,1
50121,85,29,1
50122,51,25,1
50123,71,79,0
50124,136,2,2
50125,47,523,2
50126,118,51,1
50127,37,0,0
50129,113,136,1
50130,63,10,0
50131,95,10,0
50132,38,38,1
50133,25,264,1
50134,25,115,1
50135,47,0,0
50136,185,33,0
50137,23,14,2
50138,200,491,1
50139,56,556,1
50140,34,0,0
50141,188,7,0
50142,43,1034,1
50143,195,114,1
50144,28,1,0
50145,23,4,0
50146,61,14,1
50147,332,580,1
50149,46,2,0
50151,72,69,1
50152,84,23,0
50153,68,101,0
50154,38,1,0
50155,81,71,0
50156,28,7,2
50157,62,3078,1
50158,62,5114,1
50159,52,0,0
50160,189,54,1
50161,36,45,0
50162,183,1,0
50163,50,2,0
50164,54,2,0
50165,135,6,1
50166,44,98,1
50167,44,98,1
50168,39,37,2
50169,80,2755,1
50170,58,7,0
50171,78,19,1
50172,122,314,1
50173,62,8,0
50174,101,223,0
50175,84,29,0
50176,21,37,0
50177,74,76,0
50178,118,1,0
50179,43,63,1
50180,29,1256,1
50181,20,15,1
50182,195,22,1
50183,78,23,1
50184,56,62,0
50185,49,20,0
50186,147,289,1
50187,19,2,0
50188,90,10,1
50189,67,7,0
50190,25,3,0
50191,404,209,1
50192,163,13,1
50193,199,149,1
50194,163,13,1
50195,86,24,3
50196,10,4,0
50197,31,199,2
50198,48,232,2
50199,38,125,1
50200,54,391,0
50201,115,540,0
50202,178,157,2
50203,73,2105,1
50204,46,424,0
50205,96,70,1
50206,53,4,0
50207,33,690,1
50208,136,42,0
50209,146,23,0
50210,45,931,1
50211,24,331,1
50212,40,2,0
50213,80,11,1
50214,100,0,0
50215,145,0,0
50216,100,3,0
50217,263,47,2
50218,120,108,1
50219,91,0,1
50220,39,87,0
50221,42,2,0
50222,101,15,1
50223,256,149,1
50224,99,40,2
50225,179,0,0
50226,74,15,1
50227,26,15,0
50228,144,463,2
50229,325,18,1
50230,56,120,0
50231,223,196,2
50232,45,133,2
50233,176,2,0
50234,367,392,1
50235,38,26,0
50236,106,1,2
50237,38,2,0
50238,167,1038,1
50239,24,13,0
50240,83,37,1
50241,24,1,0
50242,156,2,0
50243,112,1,0
50244,45,1,0
50245,122,215,1
50246,115,839,1
50247,110,140,1
50248,33,22,1
50249,96,1,0
50250,38,262,0
50251,237,14,2
50252,39,4,1
50253,22,0,0
50254,132,2284,1
50255,93,2105,1
50256,189,436,1
50257,32,11,0
50258,45,387,1
50259,45,299,0
50260,147,3,0
50261,74,0,0
50262,57,57,1
50263,51,17,0
50264,269,728,1
50265,45,54,0
50266,187,271,2
50267,24,1,0
50268,6,408,1
50269,85,0,0
50270,119,7,0
50271,46,36,1
50272,84,12,0
50273,200,251,1
50274,73,1,0
50275,78,10,0
50276,70,2795,1
50277,99,9,1
50278,88,54,0
50279,117,22,1
50280,112,387,3
50281,171,4,1
50282,93,332,1
50283,129,134,2
50284,158,645,1
50285,52,156,1
50286,51,2,1
50287,71,27,0
50288,50,69,3
50289,202,1024,1
50290,124,27,2
50291,133,2,0
50292,21,2,2
50293,56,1131,1
50294,176,13,0
50296,118,101,0
50297,142,92,3
50298,43,77,3
50299,44,35,2
50300,91,3,0
50301,78,0,0
50302,28,10,0
50303,171,22,1
50304,187,20,0
50305,56,31,1
50306,92,1353,1
50307,46,0,0
50308,41,64,1
50309,159,47,2
50310,112,88,1
50311,187,17,1
50312,190,43,0
50313,43,143,0
50314,43,0,0
50315,131,0,0
50316,55,487,2
50317,77,227,1
50318,138,13,1
50319,94,907,1
50320,25,1,0
50321,168,270,1
50322,40,0,1
50323,171,1,1
50324,69,4888,1
50325,126,705,1
50326,266,320,1
50327,60,3,2
50328,49,343,1
50329,16,17,0
50330,241,259,1
50331,193,0,0
50332,44,17,0
50333,50,1,0
50334,75,0,0
50335,72,91,0
50336,28,0,0
50337,41,18,1
50338,257,1241,3
50339,117,90,0
50340,29,6,0
50341,30,6,0
50342,12,0,0
50343,69,6,1
50344,144,0,0
50345,50,0,0
50346,128,0,0
50347,106,157,4
50348,161,3,0
50349,29,0,0
50350,160,0,0
50351,45,8335,0
50352,116,40,0
50353,242,72,0
50354,109,2121,1
50355,178,133,1
50356,58,9,0
50357,153,12,1
50358,143,12,1
50359,177,44,2
50360,190,5,0
50361,96,418,2
50362,132,0,0
50363,49,0,0
50364,191,623,1
50365,151,907,1
50366,203,4380,0
50367,42,1,0
50368,74,557,1
50369,377,432,2
50370,95,406,0
50371,27,1,0
50372,67,32,1
50373,179,2,0
50374,201,0,1
50375,48,512,1
50376,68,5,1
50377,313,1089,1
50378,68,2674,1
50379,74,42,1
50380,107,0,0
50381,293,31,1
50382,52,4,0
50383,52,24,0
50384,82,38,0
50385,50,1515,1
50386,131,27,1
50387,73,12,0
50388,115,3,0
50389,105,23,1
50390,63,12,1
50391,59,1,0
50392,145,878,1
50393,89,234,1
50394,113,3,0
50395,67,33,0
50396,159,4,0
50397,65,136,1
50398,210,239,2
50399,46,0,0
50400,32,68,0
50401,120,241,1
50402,102,0,0
50403,39,282,2
50404,29,0,0
50405,106,4,1
50406,48,0,0
50407,30,19,0
50408,55,319,1
50409,130,17,0
50410,62,3,0
50411,51,1,0
50412,36,0,0
50413,230,243,1
50414,89,234,2
50415,317,1063,1
50416,37,6,1
50417,112,26,1
50418,218,212,1
50419,96,3074,1
50420,127,1,0
50421,180,87,1
50422,108,959,0
50423,61,8,0
50424,68,1,0
50425,41,124,1
50426,43,724,1
50427,73,1,0
50428,196,2,0
50429,48,5,0
50430,80,70,1
50431,82,1,0
50432,112,112,1
50433,79,0,0
50434,86,65,1
50435,47,32,0
50436,75,3121,2
50437,46,0,0
50438,154,43,1
50439,142,126,0
50440,129,1,0
50441,45,20,0
50442,39,4,1
50443,91,1,0
50444,86,2,0
50445,106,54,1
50446,128,1030,0
50447,58,1,1
50448,82,602,0
50449,191,0,0
50450,73,1,1
50451,34,292,0
50452,93,363,1
50453,38,2,0
50454,45,117,1
50455,94,22,1
50456,24,0,0
50457,87,0,1
50458,163,10,1
50459,203,507,2
50460,81,1,0
50461,57,13,0
50462,96,14,1
50463,585,11,1
50464,30,27,1
50465,191,268,1
50466,68,26,2
50467,181,0,0
50468,33,24,1
50469,67,0,0
50470,49,19,1
50471,77,3,0
50472,76,253,1
50473,54,0,0
50474,191,46,2
50475,27,4,0
50476,47,2007,1
50477,96,148,1
50478,113,34,2
50479,222,132,2
50480,49,0,0
50481,140,166,1
50482,31,0,0
50483,52,0,0
50484,145,0,0
50485,32,58,1
50486,26,0,1
50487,141,180,2
50488,125,36,1
50489,206,0,0
50490,205,0,0
50491,31,244,1
50492,42,1,0
50493,35,5,0
50494,37,0,0
50495,87,11,0
50496,152,0,0
50497,55,6,0
50498,32,4,0
50499,23,52,1
50500,23,1,0
50501,126,648,1
50502,36,1,0
50503,130,0,0
50504,66,261,2
50505,112,0,0
50506,171,9,0
50507,45,7,0
50508,135,408,2
50509,185,0,0
50510,50,2788,1
50511,122,83,0
50512,69,7,0
50513,234,6,1
50514,53,0,0
50515,25,2,0
50516,44,0,0
50517,27,12,0
50518,187,6,0
50519,150,18,1
50520,141,0,0
50521,86,35,0
50522,69,5,0
50523,123,7,0
50524,137,306,0
50525,36,3,0
50526,29,43,1
50527,27,3,0
50528,30,0,1
50529,28,21,0
50530,98,11,0
50531,54,0,0
50532,81,3,0
50533,84,11,1
50534,64,15,0
50535,159,624,1
50536,37,82,0
50537,80,4,1
50538,101,0,0
50539,115,49,0
50540,74,2,0
50541,164,375,1
50542,156,14,1
50543,13,0,0
50544,77,0,0
50545,114,19,1
50546,154,0,0
50547,23,1,0
50548,350,349,0
50549,23,3,0
50550,21,16,1
50551,39,3,0
50552,33,3,0
50553,86,0,0
50554,33,566,2
50555,47,940,2
50556,41,466,0
50557,32,8,0
50558,176,839,4
50559,72,910,1
50560,22,18,1
50561,105,3022,1
50562,58,22,1
50563,148,105,1
50564,70,0,0
50565,121,2,0
50566,218,37,1
50567,123,4,1
50568,74,2,0
50569,321,47,1
50570,124,59,0
50571,57,121,1
50572,161,278,1
50573,107,92,0
50574,81,1,0
50575,121,8,0
50576,62,5,2
50577,84,41,0
50578,104,0,0
50579,69,2,0
50580,79,47,1
50581,86,0,1
50582,33,1,0
50583,113,110,1
50584,68,199,0
50585,565,156,1
50586,189,136,1
50587,54,0,0
50588,103,51,1
50589,103,51,0
50590,99,0,0
50591,174,276,0
50592,149,75,1
50593,47,20,2
50594,97,8,1
50595,174,59,1
50596,145,4,1
50597,32,5,1
50598,143,394,1
50599,27,30,0
50600,60,2,0
50601,49,2,0
50602,125,15,0
50603,84,12,0
50604,156,0,0
50605,204,293,2
50606,67,2,0
50607,180,0,1
50608,155,657,2
50609,105,0,0
50610,198,32,1
50611,131,28,1
50612,62,542,0
50613,88,0,0
50614,114,24,0
50615,32,16,1
50616,36,190,1
50617,48,5,1
50618,52,0,0
50619,67,100,3
50620,92,162,1
50621,193,109,1
50622,76,180,2
50623,47,3,0
50624,200,1353,1
50625,195,11,1
50626,86,1,0
50627,145,10,0
50628,48,15,0
50629,101,715,1
50630,99,0,0
50631,450,1827,1
50632,7,1,1
50633,131,45,0
50634,136,1,0
50635,152,240,1
50636,79,246,1
50637,48,387,2
50638,68,0,0
50639,61,0,0
50640,163,504,0
50641,84,0,0
50642,28,4,0
50643,107,3,1
50644,26,21,0
50645,202,8,0
50646,54,360,1
50647,40,29,0
50648,115,1124,1
50649,184,19,1
50650,25,8121,0
50651,124,4,0
50652,22,0,0
50653,22,0,0
50654,159,1554,1
50655,157,45,1
50656,92,3,0
50657,143,49,1
50658,37,128,1
50659,39,5,0
50660,88,14,0
50661,128,0,0
50662,78,109,1
50663,98,5,0
50664,210,375,1
50665,99,0,0
50666,87,0,0
50667,98,3,0
50668,33,4,1
50669,30,162,1
50670,80,162,1
50671,200,0,0
50672,100,0,0
50673,199,1,0
50674,155,40,2
50675,190,62,1
50676,68,12,0
50677,26,3,0
50678,57,0,0
50679,166,26,0
50680,58,5,0
50681,92,1336,1
50682,92,256,2
50683,66,36,1
50684,83,322,1
50685,128,934,2
50686,74,216,1
50687,38,12,1
50688,64,58,2
50689,37,3,0
50690,285,107,0
50691,102,533,1
50692,57,22,1
50693,174,643,1
50694,69,326,1
50695,41,1,0
50696,45,66,0
50697,374,19,0
50698,115,32,0
50699,137,154,2
50700,55,3,0
50701,321,546,2
50702,200,4,1
50703,45,74,0
50704,201,5,0
50705,92,10,0
50706,51,16,1
50707,61,105,1
50708,73,12,0
50709,148,25,0
50710,69,1542,1
50711,186,17,0
50712,115,518,1
50713,22,130,1
50714,36,15,1
50715,169,15,1
50716,146,2,0
50717,194,1807,1
50718,189,5,1
50719,234,238,1
50720,246,241,2
50721,132,1,1
50722,100,5990,1
50723,57,1272,1
50724,26,30,0
50725,42,3,1
50726,67,5,1
50727,122,574,1
50728,51,15,0
50729,163,551,1
50730,18,480,2
50731,55,63,1
50732,79,29,0
50733,331,474,2
50734,155,37,1
50735,48,35,0
50736,118,5,1
50737,60,32,1
50738,72,52,0
50739,186,252,2
50740,63,133,0
50741,200,0,0
50742,198,4,1
50743,122,1416,1
50744,366,128,0
50745,67,108,2
50746,73,3480,1
50747,80,95,1
50748,24,2,0
50749,153,670,2
50750,78,359,1
50751,48,15,0
50752,52,54,1
50753,379,1471,1
50754,83,31,0
50755,195,60,1
50756,52,301,2
50757,80,106,1
50758,88,1961,0
50759,70,175,1
50760,131,205,1
50761,76,3,1
50762,51,36,1
50763,97,51,1
50764,39,19,1
50765,26,128,1
50766,45,14,0
50767,94,56,1
50768,57,70,2
50769,127,343,1
50770,51,31,0
50771,96,31,0
50772,56,1,0
50773,87,158,1
50774,200,538,2
50775,388,156,1
50776,74,46,2
50777,147,48,0
50778,44,0,0
50779,77,325,1
50780,215,37,1
50781,107,45,0
50782,140,5,0
50783,85,1,1
50784,57,6,0
50785,59,40,1
50786,42,18,0
50787,52,0,0
50788,71,972,1
50789,55,79,1
50790,200,30,0
50791,46,14,0
50792,92,190,2
50793,55,515,2
50794,74,2,0
50795,167,15,1
50796,200,196,3
50797,39,157,1
50798,45,108,1
50799,115,160,1
50800,42,0,0
50801,200,1970,1
50802,193,21,1
50803,165,546,1
50804,128,870,2
50805,92,5,0
50806,82,2873,1
50807,192,48,1
50808,158,39,3
50809,33,115,1
50810,35,13,1
50811,106,1,0
50812,172,4,1
50813,22,1,0
50814,44,589,1
50815,37,1341,1
50816,51,13,0
50817,100,12,0
50818,111,162,0
50819,83,349,2
50820,200,40,1
50821,56,3,1
50822,56,16,1
50823,57,39,1
50824,130,4,0
50825,82,1334,1
50826,57,1341,1
50827,179,207,1
50828,60,1,0
50829,113,50,0
50830,53,1,0
50831,35,2,0
50832,121,487,2
50833,31,21,1
50834,83,80,1
50835,112,117,1
50836,78,16,1
50837,32,1,0
50838,92,269,1
50839,95,55,1
50840,101,2,0
50841,104,43,2
50842,215,2111,1
50843,50,89,2
50844,128,143,2
50845,34,786,1
50846,31,231,2
50847,43,432,1
50848,192,411,1
50849,49,138,2
50850,49,95,1
50851,147,201,1
50852,94,76,2
50853,83,512,1
50854,25,98,1
50855,125,2,0
50856,152,44,2
50857,91,37,1
50858,80,1,0
50859,139,1,0
50860,101,272,1
50861,100,260,1
50862,24,181,1
50863,77,4,0
50864,187,4,0
50865,93,82,0
50866,84,39,1
50867,154,42,1
50868,57,2009,1
50869,157,174,1
50870,86,53,1
50871,67,100,1
50872,84,340,1
50873,21,5,0
50874,55,395,2
50875,123,13,0
50876,200,545,2
50877,81,50,1
50878,43,45,0
50879,174,240,1
50880,119,2,0
50881,40,144,1
50882,110,7,1
50883,192,296,1
50884,197,83,0
50885,191,8,1
50886,129,608,0
50887,54,143,3
50888,35,413,1
50889,120,0,0
50890,104,0,1
50891,61,55,1
50892,88,3646,1
50893,103,0,0
50894,121,189,1
50895,62,196,1
50896,151,228,1
50897,65,0,1
50898,66,433,0
50899,175,63,1
50900,198,52,1
50901,168,342,2
50902,79,283,1
50903,199,67,1
50904,68,541,1
50905,194,29,1
50906,157,380,1
50907,73,321,1
50908,62,2,0
50909,43,40,1
50910,110,664,1
50911,118,3,0
50912,19,0,0
50913,99,26,1
50914,60,7,1
50915,91,3,0
50916,97,1531,1
50917,32,329,1
50918,75,20,0
50919,187,3042,0
50920,62,996,1
50921,92,4,0
50922,72,70,1
50923,48,166,2
50924,145,128,0
50925,360,17,1
50926,51,2,0
50927,28,45,1
50928,197,530,1
50929,35,25,1
50930,95,9,0
50931,105,38,1
50932,60,502,1
50933,59,66,1
50934,182,6,0
50935,22,5,0
50936,32,22,1
50937,109,46,1
50938,67,308,1
50939,39,62,2
50940,141,660,0
50941,75,4,0
50942,197,60,2
50943,48,11,1
50944,93,0,0
50945,45,7,1
50946,87,3,1
50947,89,5,0
50948,84,182,1
50949,187,162,0
50950,39,1811,1
50951,66,1,1
50952,101,5,0
50953,26,81,1
50954,38,1,0
50955,162,75,1
50956,113,3,0
50957,225,0,0
50958,44,346,1
50959,198,386,1
50960,87,1,0
50961,270,106,1
50962,53,42,1
50963,70,16,1
50964,197,277,1
50965,111,84,1
50966,105,1468,1
50967,39,55,0
50968,68,351,1
50969,81,94,1
50970,52,10,1
50971,94,6,0
50972,146,76,2
50973,39,674,1
50974,80,59,1
50975,43,179,0
50976,115,12,0
50977,130,45,1
50978,49,0,0
50979,381,20,1
50980,43,0,0
50981,194,7,0
50982,52,171,1
50983,149,14,2
50984,151,2,1
50985,59,6,1
50986,54,24,1
50987,38,124,1
50988,32,10,1
50989,75,36,1
50990,62,1139,1
50991,30,36,1
50992,69,257,1
50993,26,5,0
50994,150,4,1
50995,29,67,1
50996,36,4,1
50997,79,141,1
50998,163,105,1
50999,71,365,1
51000,49,928,1
51001,151,1097,2
51002,153,284,0
51003,147,1982,1
51004,65,190,1
51005,125,5,0
51006,105,42,2
51007,44,2,0
51008,80,46,0
51009,49,14,1
51010,107,7,0
51011,117,270,1
51012,52,2750,1
51013,43,133,2
51014,43,626,2
51015,143,58,1
51016,152,19,0
51017,114,478,1
51018,29,6,1
51019,50,180,1
51020,7,2,0
51021,66,5,0
51022,104,14,2
51023,69,194,1
51024,111,532,1
51025,52,704,0
51026,128,22,1
51027,112,388,1
51028,245,249,1
51029,50,1,1
51030,76,61,1
51031,107,66,1
51032,115,0,0
51033,102,3037,1
51034,33,2,0
51035,33,41,0
51036,111,99,1
51037,156,21,1
51038,61,0,0
51039,181,0,0
51040,98,150,1
51041,85,0,0
51042,72,39,2
51043,195,2,0
51044,31,101,2
51045,166,24,0
51046,198,1091,2
51047,130,3,1
51048,96,61,1
51049,78,35,0
51050,46,39,1
51051,157,99,0
51052,67,329,1
51053,121,109,1
51054,36,1,0
51055,86,3,0
51056,55,226,2
51057,55,430,1
51058,126,81,1
51059,565,1,0
51060,55,62,1
51061,56,293,1
51062,132,24,2
51063,188,137,1
51064,49,7,0
51065,61,190,1
51066,42,168,1
51067,50,69,1
51068,142,1,0
51069,39,18,0
51070,90,2800,1
51071,191,54,1
51072,29,128,0
51073,82,24,2
51074,70,2,0
51075,45,58,1
51076,54,2,0
51077,48,2,0
51078,110,80,1
51079,40,415,1
51080,140,6,0
51081,107,0,0
51082,131,267,0
51083,56,84,1
51084,144,11,0
51085,39,1993,2
51086,50,57,1
51087,106,306,1
51088,49,3,0
51089,70,0,0
51090,112,139,1
51091,117,18,1
51092,111,54,2
51093,63,801,1
51094,21,12,0
51095,37,11524,1
51096,43,0,0
51097,136,65,2
51098,39,2,0
51099,72,50,1
51100,88,17,1
51101,148,1,0
51102,43,22,1
51103,197,96,1
51104,113,24,0
51105,54,1,0
51106,95,106,1
51107,92,18,1
51108,32,13,1
51109,46,12,1
51110,45,512,1
51111,23,23,0
51112,28,0,0
51113,350,10,0
51114,44,37,0
51115,332,0,0
51116,111,49,0
51117,54,1489,1
51118,105,3,0
51119,85,48,1
51120,85,8,1
51121,197,26,1
51122,27,5,0
51123,199,791,1
51124,83,88,0
51125,82,8,0
51126,197,39,1
51127,73,64,1
51128,95,0,0
51129,59,142,1
51130,129,0,0
51131,56,1672,0
51132,75,0,0
51133,57,3,1
51134,186,111,1
51135,70,84,0
51136,88,2,1
51137,141,53,1
51138,79,272,1
51139,23,1,2
51140,64,24,0
51141,60,19,1
51142,74,829,1
51143,40,21,1
51144,102,0,0
51145,196,553,2
51146,54,2,0
51147,103,1,0
51148,210,6,1
51149,165,384,1
51150,117,1,0
51151,186,28,1
51152,28,242,1
51153,248,68,2
51154,113,41,1
51155,83,1870,1
51156,93,11,1
51157,137,91,1
51158,147,30,1
51159,198,413,1
51160,226,26,1
51161,185,533,1
51162,114,13,2
51163,132,584,3
51164,62,15,1
51165,100,28,1
51166,67,22,1
51167,200,32,1
51168,118,32,2
51169,31,10,1
51170,102,32,1
51171,250,2,0
51172,93,16,0
51173,177,30,1
51174,80,2501,1
51175,32,674,1
51176,186,16,1
51177,43,3,0
51178,34,1,0
51179,100,691,1
51180,178,24,1
51181,109,0,1
